Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Adrià Altimira,ESP,DF,24,Villarreal,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.02,0.02,0.05,0.07,1.05,2.40,5.02,Shooting,Per 90,0.31,0.10,33.3%,0.00,0.00,23.00,0.00,0.06,-0.02,-0.02,Passing,29.79,37.74,78.9%,459.30,124.70,15.57,18.29,85.1%,12.02,15.05,79.9%,1.57,2.82,55.6%,0.05,1.05,1.78,0.73,0.21,Pass Types,31.67,5.96,0.31,0.21,0.10,1.99,5.64,0.00,0.00,0.00,0.00,0.10,0.63,Goal and Shot Creation,1.67,1.15,0.10,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.30,1.67,1.67,0.52,0.10,1.57,2.30,68.2%,0.73,0.84,0.21,0.31,2.61,2.93,0.00,Possession,48.82,2.61,14.01,21.22,14.01,0.73,48.82,1.25,0.31,25.0%,0.42,33.3%,21.64,102.44,60.10,1.36,0.31,1.88,0.42,26.24,Miscellaneous Stats,0.00,1.67,1.46,0.10,0.00,0.00,0.00,3.87,0.31,1.05,23.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergi Altimira,ESP,MF,24,Betis,La Liga,0.05,0.05,0.09,0.05,0.00,0.00,0.19,0.00,0.03,0.03,0.03,0.06,1.23,3.59,1.04,Shooting,Per 90,0.57,0.24,41.7%,0.08,0.20,23.40,0.00,0.05,+0.02,+0.02,Passing,55.03,60.13,91.5%,906.47,209.64,26.00,27.80,93.5%,23.03,24.59,93.7%,4.25,5.05,84.1%,0.04,0.76,4.11,0.24,0.00,Pass Types,58.33,1.75,1.51,0.05,0.28,0.19,0.19,0.00,0.00,0.00,0.00,0.05,0.90,Goal and Shot Creation,1.84,1.42,0.00,0.05,0.09,0.05,0.24,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,3.02,1.65,1.18,1.70,0.14,1.60,2.64,60.7%,1.04,1.13,0.24,1.56,4.58,2.17,0.09,Possession,71.36,2.74,18.26,44.03,9.82,0.66,71.36,1.04,0.57,54.5%,0.42,40.9%,44.22,211.76,96.32,1.04,0.14,1.23,0.90,50.40,Miscellaneous Stats,0.00,1.51,1.32,0.00,0.05,0.00,0.00,5.52,0.76,0.71,51.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Álvarez,ESP,MF,22,Levante,La Liga,0.22,0.07,0.30,0.22,0.00,0.00,0.15,0.00,0.12,0.12,0.20,0.32,2.08,5.43,2.23,Shooting,Per 90,1.41,0.60,42.1%,0.16,0.38,20.50,0.22,0.08,+0.10,+0.10,Passing,26.70,35.55,75.1%,434.60,154.71,13.09,15.40,85.0%,10.49,13.76,76.2%,2.01,4.09,49.1%,0.22,1.64,4.09,1.34,0.00,Pass Types,31.31,3.87,1.93,0.89,0.07,2.60,0.07,1.64,0.97,0.37,0.00,0.37,0.67,Goal and Shot Creation,3.72,2.68,0.60,0.00,0.07,0.37,0.00,0.37,0.22,0.00,0.00,0.00,0.15,0.00,Defense,1.26,0.60,0.45,0.67,0.15,0.67,2.01,33.3%,1.34,0.67,0.00,0.45,1.71,0.22,0.07,Possession,46.56,0.22,5.28,24.69,17.03,1.71,46.56,3.05,0.82,26.8%,1.86,61.0%,28.64,152.70,66.57,1.12,0.30,3.35,1.49,31.61,Miscellaneous Stats,0.00,0.89,2.31,0.00,0.07,0.00,0.00,4.54,0.07,0.60,11.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Álvarez,ESP,"FW,MF",22,Celta Vigo,La Liga,0.33,0.22,0.55,0.33,0.00,0.00,0.22,0.00,0.10,0.10,0.09,0.19,2.55,4.32,9.09,Shooting,Per 90,0.89,0.44,50.0%,0.38,0.75,18.10,0.00,0.11,+0.23,+0.23,Passing,39.35,49.32,79.8%,593.53,150.74,20.62,23.72,86.9%,15.63,18.40,84.9%,1.66,2.33,71.4%,0.12,1.44,2.44,1.11,0.00,Pass Types,45.44,3.66,0.11,0.11,0.00,1.00,3.55,0.00,0.00,0.00,0.00,0.22,0.55,Goal and Shot Creation,2.44,2.33,0.00,0.00,0.00,0.00,0.11,0.44,0.44,0.00,0.00,0.00,0.00,0.00,Defense,1.33,0.67,0.55,0.33,0.44,0.55,1.00,55.6%,0.44,0.78,0.22,0.44,1.77,1.66,0.00,Possession,59.85,1.66,10.09,23.94,26.16,3.33,59.85,2.44,0.89,36.4%,1.22,50.0%,35.02,171.47,81.13,1.22,1.55,2.77,0.67,43.78,Miscellaneous Stats,0.00,1.44,1.22,0.22,0.00,0.00,0.00,3.44,0.33,1.33,20.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Álvarez,ARG,FW,25,Atlético Madrid,La Liga,0.65,0.20,0.86,0.48,0.18,0.20,0.10,0.00,0.54,0.38,0.26,0.64,2.59,3.85,5.58,Shooting,Per 90,2.52,1.38,55.0%,0.19,0.35,19.20,0.30,0.15,+0.12,+0.10,Passing,26.94,35.92,75.0%,427.66,110.95,14.14,16.68,84.8%,9.06,10.92,82.9%,2.19,5.01,43.7%,0.26,2.06,1.89,1.69,0.23,Pass Types,30.74,5.01,0.60,0.68,0.35,3.92,0.13,3.12,1.01,1.36,0.00,0.18,0.55,Goal and Shot Creation,4.10,2.79,0.63,0.35,0.15,0.13,0.05,0.63,0.35,0.05,0.08,0.10,0.03,0.03,Defense,0.98,0.70,0.28,0.38,0.33,0.33,1.11,29.5%,0.78,0.55,0.00,0.23,1.21,0.30,0.03,Possession,46.16,0.25,3.80,17.66,25.25,4.10,45.96,2.64,1.23,46.7%,1.21,45.7%,27.72,170.52,77.98,1.66,0.96,2.31,1.74,31.74,Miscellaneous Stats,0.00,0.83,0.60,0.05,0.00,0.00,0.00,2.67,0.23,1.21,15.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofyan Amrabat,MAR,MF,29,Betis,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.02,0.02,0.03,0.04,0.90,6.21,0.67,Shooting,Per 90,0.52,0.07,14.3%,0.00,0.00,27.40,0.00,0.03,-0.02,-0.02,Passing,55.26,62.07,89.0%,1022.20,268.28,21.94,23.66,92.7%,25.68,27.70,92.7%,6.36,8.54,74.6%,0.06,0.60,3.82,0.45,0.15,Pass Types,60.27,1.80,1.65,0.07,0.82,0.67,0.07,0.07,0.00,0.00,0.00,0.00,0.67,Goal and Shot Creation,1.72,1.50,0.07,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.57,0.82,0.67,0.52,0.37,0.75,2.02,37.0%,1.27,1.12,0.45,1.12,2.70,1.27,0.07,Possession,69.78,3.37,18.12,43.13,9.51,0.22,69.78,0.90,0.60,66.7%,0.15,16.7%,45.37,222.30,101.16,0.82,0.00,0.90,0.22,48.89,Miscellaneous Stats,0.00,1.50,1.50,0.00,0.00,0.00,0.00,7.86,0.60,1.05,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoniu,ESP,"FW,MF",23,Espanyol,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.02,0.07,3.53,2.46,5.89,Shooting,Per 90,0.86,0.21,25.0%,0.00,0.00,19.30,0.00,0.06,-0.05,-0.05,Passing,13.59,19.37,70.2%,191.45,61.11,8.13,9.52,85.4%,4.39,6.31,69.5%,0.32,0.64,50.0%,0.05,0.43,0.86,0.43,0.32,Pass Types,18.62,0.43,0.11,0.43,0.00,1.50,0.32,0.00,0.00,0.00,0.00,0.32,0.75,Goal and Shot Creation,1.93,0.96,0.00,0.43,0.11,0.32,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,2.03,0.96,0.96,0.86,0.21,0.96,2.03,47.4%,1.07,0.96,0.21,0.64,2.68,0.96,0.00,Possession,32.85,1.07,6.64,13.06,14.13,1.61,32.85,5.35,2.68,50.0%,1.93,36.0%,20.12,139.12,89.36,2.14,0.32,2.57,0.96,20.12,Miscellaneous Stats,0.00,1.93,2.03,0.21,0.00,0.00,0.00,3.75,0.43,2.03,17.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antony,BRA,FW,25,Betis,La Liga,0.39,0.21,0.61,0.39,0.00,0.00,0.12,0.06,0.26,0.26,0.18,0.45,5.66,4.66,9.98,Shooting,Per 90,3.12,1.24,39.8%,0.13,0.32,19.70,0.03,0.08,+0.13,+0.13,Passing,39.75,49.49,80.3%,540.30,140.25,24.53,27.62,88.8%,10.77,13.89,77.6%,1.82,3.57,50.8%,0.19,2.18,2.33,2.39,0.39,Pass Types,46.41,2.96,0.85,0.33,0.30,2.84,1.27,0.85,0.33,0.21,0.00,0.12,0.76,Goal and Shot Creation,5.20,4.14,0.24,0.21,0.24,0.24,0.12,0.54,0.39,0.00,0.06,0.09,0.00,0.00,Defense,1.45,0.82,0.45,0.64,0.36,0.61,1.48,40.8%,0.88,0.82,0.06,0.79,2.24,0.64,0.03,Possession,62.41,0.61,6.41,23.20,33.94,4.02,62.41,3.63,1.36,37.5%,1.82,50.0%,41.81,270.97,161.91,4.45,1.75,2.39,1.09,47.22,Miscellaneous Stats,0.00,0.88,2.00,0.06,0.03,0.00,0.00,4.99,0.30,0.70,30.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauro Arambarri,URU,MF,30,Getafe,La Liga,0.25,0.03,0.28,0.23,0.03,0.03,0.23,0.00,0.23,0.21,0.02,0.23,0.59,2.70,2.06,Shooting,Per 90,1.94,0.62,31.9%,0.12,0.36,16.00,0.03,0.11,+0.02,+0.02,Passing,18.98,25.03,75.8%,311.85,82.14,9.46,11.40,83.0%,7.46,9.15,81.5%,1.61,3.13,51.4%,0.03,0.54,2.34,0.20,0.06,Pass Types,24.47,0.54,0.39,0.08,0.23,0.34,0.00,0.03,0.03,0.00,0.00,0.03,1.07,Goal and Shot Creation,1.89,1.24,0.00,0.06,0.25,0.31,0.03,0.11,0.06,0.00,0.00,0.06,0.00,0.00,Defense,1.89,1.27,0.59,1.15,0.14,0.65,1.69,38.3%,1.04,1.30,0.23,0.62,2.51,1.32,0.00,Possession,36.97,1.63,6.39,22.05,9.07,2.37,36.95,1.46,0.65,44.2%,0.51,34.6%,16.64,82.06,34.69,0.54,0.06,1.63,1.27,20.25,Miscellaneous Stats,0.00,1.63,2.08,0.06,0.00,0.00,0.00,4.98,1.75,1.66,51.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Aramburu,VEN,DF,23,Real Sociedad,La Liga,0.06,0.03,0.09,0.06,0.00,0.00,0.34,0.03,0.06,0.06,0.02,0.08,0.74,3.51,2.10,Shooting,Per 90,0.68,0.22,31.8%,0.09,0.29,17.40,0.00,0.08,+0.01,+0.01,Passing,40.96,53.45,76.6%,626.30,251.08,22.50,25.21,89.2%,15.16,20.25,74.9%,2.22,4.84,45.9%,0.02,0.43,3.36,0.34,0.22,Pass Types,42.38,10.85,1.39,0.00,0.12,1.51,9.46,0.00,0.00,0.00,0.00,0.22,0.80,Goal and Shot Creation,1.23,0.89,0.12,0.00,0.06,0.06,0.09,0.09,0.06,0.00,0.00,0.03,0.00,0.00,Defense,3.79,2.34,2.43,1.02,0.34,2.34,3.79,61.8%,1.45,1.11,0.31,1.11,4.90,3.51,0.03,Possession,66.24,3.64,21.02,33.90,11.84,0.74,66.24,0.96,0.18,19.4%,0.62,64.5%,30.61,106.89,49.44,0.89,0.00,0.96,0.52,34.86,Miscellaneous Stats,0.00,2.16,1.82,0.03,0.00,0.00,0.00,4.04,1.88,1.05,64.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Araújo,URU,DF,26,Barcelona,La Liga,0.17,0.04,0.21,0.17,0.00,0.00,0.29,0.04,0.07,0.07,0.02,0.10,0.71,3.95,0.33,Shooting,Per 90,0.62,0.33,53.3%,0.27,0.50,13.30,0.00,0.12,+0.09,+0.09,Passing,66.80,72.87,91.7%,1210.70,383.78,23.32,24.69,94.4%,38.45,40.53,94.9%,4.07,6.11,66.7%,0.02,0.21,4.16,0.12,0.00,Pass Types,69.96,2.83,2.16,0.04,0.21,0.08,0.46,0.00,0.00,0.00,0.00,0.08,0.46,Goal and Shot Creation,0.96,0.91,0.00,0.00,0.04,0.00,0.00,0.12,0.08,0.00,0.00,0.04,0.00,0.00,Defense,1.54,0.91,0.96,0.50,0.08,0.58,0.75,77.8%,0.17,1.16,0.71,0.87,2.41,4.41,0.08,Possession,83.10,6.53,28.60,51.05,3.62,1.16,83.10,0.12,0.04,33.3%,0.04,33.3%,50.26,262.93,151.57,0.54,0.08,0.25,0.17,59.61,Miscellaneous Stats,0.04,1.29,0.21,0.00,0.00,0.04,0.04,3.24,3.70,2.16,63.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesús Areso,ESP,DF,26,Athletic Club,La Liga,0.00,0.10,0.10,0.00,0.00,0.00,0.29,0.00,0.01,0.01,0.11,0.11,2.45,2.90,6.28,Shooting,Per 90,0.19,0.00,0.0%,0.00,,21.20,0.00,0.03,-0.01,-0.01,Passing,34.78,46.55,74.7%,600.13,216.06,15.91,18.01,88.3%,15.08,20.44,73.8%,3.06,5.64,54.2%,0.09,0.92,2.42,1.28,0.67,Pass Types,36.09,10.39,0.38,0.00,0.19,4.62,9.98,0.03,0.00,0.00,0.00,0.06,0.77,Goal and Shot Creation,2.23,1.72,0.32,0.06,0.03,0.06,0.03,0.26,0.19,0.06,0.00,0.00,0.00,0.00,Defense,1.79,1.47,0.73,0.67,0.38,1.21,1.59,76.0%,0.38,0.99,0.22,0.48,2.26,2.74,0.03,Possession,56.91,2.55,12.75,23.46,21.23,0.77,56.91,2.10,0.86,40.9%,0.96,45.5%,26.91,155.67,80.05,1.82,0.22,1.79,0.70,32.33,Miscellaneous Stats,0.00,0.96,0.48,0.13,0.00,0.00,0.00,3.22,1.28,0.70,64.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kervin Arriaga,HON,MF,28,Levante,La Liga,0.10,0.10,0.20,0.10,0.00,0.00,0.40,0.00,0.02,0.02,0.04,0.06,0.80,3.41,0.60,Shooting,Per 90,0.60,0.30,50.0%,0.17,0.33,26.50,0.00,0.03,+0.08,+0.08,Passing,36.68,44.20,83.0%,628.90,194.83,16.64,18.84,88.3%,16.14,18.24,88.5%,3.31,4.91,67.3%,0.04,0.30,4.11,0.30,0.20,Pass Types,41.89,2.10,1.90,0.20,0.20,0.40,0.20,0.00,0.00,0.00,0.00,0.20,0.30,Goal and Shot Creation,1.20,0.80,0.20,0.00,0.20,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Defense,2.31,1.50,1.30,0.90,0.10,1.30,1.90,68.4%,0.60,1.20,0.90,0.80,3.11,3.31,0.20,Possession,55.62,4.01,16.94,33.47,6.21,0.60,55.62,1.40,0.40,28.6%,0.80,57.1%,28.96,137.81,54.62,0.70,0.00,0.80,0.90,30.67,Miscellaneous Stats,0.00,1.50,1.30,0.10,0.00,0.00,0.00,5.91,2.31,1.70,57.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takuma Asano,JPN,FW,31,Mallorca,La Liga,0.25,0.08,0.34,0.25,0.00,0.00,0.17,0.00,0.25,0.25,0.14,0.38,1.70,1.10,6.02,Shooting,Per 90,2.29,0.42,18.5%,0.11,0.60,13.40,0.00,0.11,+0.01,+0.01,Passing,12.38,17.47,70.9%,164.22,35.71,8.06,9.59,84.1%,3.82,5.09,75.0%,0.25,0.68,37.5%,0.12,0.68,0.76,0.34,0.17,Pass Types,17.30,0.17,0.08,0.00,0.08,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.34,Goal and Shot Creation,2.04,1.44,0.00,0.08,0.25,0.25,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Defense,0.85,0.59,0.42,0.34,0.08,0.34,0.76,44.4%,0.42,0.34,0.00,0.34,1.19,0.51,0.00,Possession,28.33,0.59,3.73,11.37,13.66,4.24,28.33,1.95,0.42,21.7%,1.36,69.6%,16.54,99.42,39.27,0.85,0.59,2.54,1.19,18.41,Miscellaneous Stats,0.00,0.93,1.78,0.59,0.00,0.00,0.00,3.22,0.51,2.38,17.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Asencio,ESP,DF,22,Real Madrid,La Liga,0.03,0.03,0.06,0.03,0.00,0.00,0.17,0.00,0.03,0.03,0.01,0.04,0.40,1.93,0.48,Shooting,Per 90,0.40,0.09,21.4%,0.07,0.33,16.20,0.00,0.06,0.00,0.00,Passing,49.59,52.95,93.7%,837.98,265.88,23.06,24.00,96.1%,23.03,23.77,96.9%,2.73,4.01,68.1%,0.02,0.28,2.96,0.14,0.00,Pass Types,49.22,3.73,1.59,0.03,0.48,0.09,0.94,0.00,0.00,0.00,0.00,0.00,0.54,Goal and Shot Creation,0.65,0.63,0.00,0.03,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,1.02,0.85,0.77,0.26,0.00,0.57,0.88,64.5%,0.31,1.14,0.60,0.68,1.71,3.70,0.06,Possession,61.11,7.79,28.41,29.29,3.87,0.88,61.11,0.23,0.17,75.0%,0.03,12.5%,37.48,173.69,84.48,0.51,0.06,0.40,0.28,44.16,Miscellaneous Stats,0.00,0.71,1.02,0.03,0.00,0.03,0.00,3.67,1.17,0.85,57.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iago Aspas,ESP,"FW,MF",38,Celta Vigo,La Liga,0.46,0.34,0.80,0.23,0.23,0.23,0.28,0.00,0.38,0.20,0.36,0.56,2.39,8.82,7.17,Shooting,Per 90,1.94,0.85,44.1%,0.12,0.27,21.20,0.06,0.11,+0.07,+0.02,Passing,40.59,53.62,75.7%,687.32,213.02,20.09,24.19,83.1%,14.00,17.31,80.9%,4.44,7.34,60.5%,0.26,2.73,5.01,2.45,0.23,Pass Types,50.72,2.50,0.85,1.94,0.85,1.99,0.23,1.14,0.40,0.11,0.00,0.40,0.63,Goal and Shot Creation,4.67,3.98,0.34,0.11,0.06,0.06,0.11,0.74,0.63,0.00,0.00,0.00,0.06,0.06,Defense,0.80,0.57,0.23,0.40,0.17,0.28,1.08,26.3%,0.80,0.63,0.00,0.57,1.37,0.17,0.06,Possession,60.91,0.34,5.01,27.89,28.58,3.53,60.68,1.76,1.08,61.3%,0.40,22.6%,39.96,183.70,84.42,1.82,0.63,1.76,1.08,49.98,Miscellaneous Stats,0.00,0.40,1.02,0.00,0.06,0.00,0.00,3.13,0.23,0.57,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaser Asprilla,COL,"FW,MF",22,Girona,La Liga,0.13,0.06,0.19,0.13,0.00,0.00,0.06,0.00,0.11,0.11,0.21,0.32,3.54,3.16,7.58,Shooting,Per 90,2.21,0.76,34.3%,0.06,0.17,23.10,0.13,0.05,+0.02,+0.02,Passing,23.13,32.30,71.6%,437.87,105.42,10.37,12.39,83.7%,8.97,12.32,72.8%,3.41,5.50,62.1%,0.15,1.64,1.64,1.39,0.51,Pass Types,29.07,3.03,0.63,0.13,0.44,5.50,0.57,1.45,0.57,0.57,0.00,0.19,1.14,Goal and Shot Creation,3.16,2.09,0.44,0.51,0.06,0.06,0.00,0.13,0.06,0.06,0.00,0.00,0.00,0.00,Defense,1.26,0.57,0.25,0.51,0.51,0.44,1.14,38.9%,0.70,1.20,0.06,0.63,1.90,0.51,0.06,Possession,44.24,0.82,5.31,16.56,23.07,2.59,44.24,3.73,1.77,47.5%,1.39,37.3%,28.76,199.91,97.21,1.96,1.33,3.03,1.20,30.46,Miscellaneous Stats,0.00,0.88,1.07,0.38,0.00,0.06,0.00,3.98,0.32,0.51,38.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Azpilicueta,ESP,DF,36,Sevilla,La Liga,0.08,0.00,0.08,0.08,0.00,0.00,0.38,0.00,0.00,0.00,0.02,0.02,0.99,3.87,1.82,Shooting,Per 90,0.15,0.08,50.0%,0.50,1.00,27.10,0.00,0.02,+0.08,+0.08,Passing,54.00,63.04,85.7%,897.65,332.96,26.13,28.03,93.2%,23.32,26.05,89.5%,3.72,7.22,51.6%,0.02,0.38,3.11,0.23,0.08,Pass Types,52.71,10.33,2.35,0.00,0.30,0.76,7.97,0.00,0.00,0.00,0.00,0.00,1.22,Goal and Shot Creation,1.06,0.76,0.23,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,2.58,1.75,1.52,0.84,0.23,1.37,2.35,58.1%,0.99,1.75,0.53,1.52,4.10,3.95,0.00,Possession,73.52,5.54,29.54,33.95,10.48,0.61,73.52,0.30,0.15,50.0%,0.15,50.0%,37.97,171.87,102.99,0.91,0.15,0.61,0.30,44.81,Miscellaneous Stats,0.00,1.82,0.53,0.15,0.00,0.00,0.00,3.87,1.37,1.14,54.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Baena,ESP,"MF,FW",24,Atlético Madrid,La Liga,0.22,0.22,0.43,0.22,0.00,0.00,0.26,0.00,0.19,0.19,0.42,0.61,3.37,6.23,5.93,Shooting,Per 90,2.16,0.65,30.0%,0.10,0.33,21.70,0.13,0.09,+0.02,+0.02,Passing,31.31,45.45,68.9%,605.43,213.78,12.76,14.83,86.0%,13.75,18.64,73.8%,4.54,9.21,49.3%,0.36,2.85,2.94,2.59,0.56,Pass Types,38.71,6.49,1.73,0.56,0.48,7.40,0.82,3.59,1.47,1.25,0.00,0.26,0.69,Goal and Shot Creation,5.06,3.37,1.17,0.13,0.30,0.04,0.04,0.69,0.61,0.04,0.04,0.00,0.00,0.00,Defense,1.17,0.69,0.35,0.48,0.35,0.52,1.60,32.4%,1.08,0.82,0.13,0.65,1.82,0.82,0.09,Possession,55.44,1.38,7.96,22.79,25.65,3.07,55.44,2.16,0.74,34.0%,1.17,54.0%,32.35,208.20,111.84,2.81,0.74,1.47,1.21,37.45,Miscellaneous Stats,0.00,1.82,1.64,0.35,0.00,0.00,0.00,4.76,0.48,0.65,42.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Bailly,CIV,DF,31,Oviedo,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.04,0.04,0.00,0.04,0.00,1.20,0.00,Shooting,Per 90,0.40,0.00,0.0%,0.00,,11.80,0.00,0.11,-0.04,-0.04,Passing,40.71,45.90,88.7%,844.12,274.79,7.18,7.78,92.3%,28.54,30.13,94.7%,4.59,7.38,62.2%,0.04,0.00,1.20,0.00,0.00,Pass Types,43.70,2.20,1.60,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,Goal and Shot Creation,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.80,0.80,0.60,0.20,0.00,0.80,0.80,100.0%,0.00,1.80,1.60,1.60,2.39,5.59,0.00,Possession,57.67,11.77,32.93,23.35,1.40,0.80,57.67,0.20,0.00,0.0%,0.00,0.0%,32.73,166.43,80.82,0.20,0.00,0.80,0.20,37.32,Miscellaneous Stats,0.00,1.40,0.40,0.00,0.00,0.00,0.00,3.59,2.79,1.60,63.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cédric Bakambu,COD,FW,34,Betis,La Liga,0.40,0.30,0.70,0.40,0.00,0.00,0.50,0.00,0.37,0.37,0.13,0.49,1.19,1.59,4.28,Shooting,Per 90,2.49,1.10,44.0%,0.16,0.36,14.50,0.00,0.15,+0.03,+0.03,Passing,10.25,14.14,72.5%,117.18,29.67,7.27,8.86,82.0%,1.59,2.39,66.7%,0.40,0.70,57.1%,0.13,1.19,0.70,0.50,0.00,Pass Types,13.14,0.90,0.10,0.20,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.10,1.10,Goal and Shot Creation,1.59,1.49,0.00,0.00,0.00,0.10,0.00,0.50,0.40,0.00,0.00,0.00,0.10,0.00,Defense,1.10,0.40,0.00,0.70,0.40,0.40,1.00,40.0%,0.60,1.39,0.30,0.10,1.19,1.19,0.00,Possession,27.08,1.29,2.89,10.85,13.54,3.68,27.08,0.80,0.10,12.5%,0.70,87.5%,13.44,60.13,32.16,0.70,0.90,3.68,1.29,17.72,Miscellaneous Stats,0.00,2.99,0.80,1.39,0.10,0.00,0.00,2.99,1.29,2.69,32.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
