Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Alberto Reina,ESP,MF,28,Oviedo,La Liga,0.10,0.00,0.10,0.10,0.00,0.00,0.38,0.10,0.12,0.12,0.06,0.18,1.43,5.32,2.38,Shooting,Per 90,0.95,0.38,40.0%,0.10,0.25,17.00,0.00,0.13,-0.03,-0.03,Passing,34.12,42.48,80.3%,582.29,185.61,16.82,18.91,88.9%,13.02,15.68,83.0%,3.42,5.70,60.0%,0.08,0.76,2.76,0.57,0.19,Pass Types,39.92,2.09,1.33,0.10,0.38,2.00,0.00,0.67,0.38,0.10,0.00,0.48,0.38,Goal and Shot Creation,1.33,0.76,0.38,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.71,0.67,0.76,0.76,0.19,0.76,1.43,53.3%,0.67,0.48,0.10,0.67,2.38,0.86,0.29,Possession,50.56,0.86,10.83,29.27,10.93,1.43,50.56,0.95,0.67,70.0%,0.29,30.0%,28.42,153.58,81.45,0.76,0.10,0.76,0.76,35.92,Miscellaneous Stats,0.10,1.52,1.90,0.10,0.00,0.10,0.00,3.61,0.57,1.24,31.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitor Reis,BRA,DF,19,Girona,La Liga,0.00,0.06,0.06,0.00,0.00,0.00,0.24,0.06,0.02,0.02,0.05,0.07,0.36,3.50,0.00,Shooting,Per 90,0.30,0.00,0.0%,0.00,,14.10,0.00,0.06,-0.02,-0.02,Passing,50.01,55.04,90.9%,907.29,317.87,20.14,21.33,94.4%,24.94,26.19,95.2%,4.38,6.28,69.8%,0.02,0.30,2.19,0.12,0.00,Pass Types,51.37,3.61,2.25,0.06,0.24,0.00,0.12,0.00,0.00,0.00,0.00,0.06,0.36,Goal and Shot Creation,0.77,0.53,0.00,0.00,0.18,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,1.07,0.65,0.65,0.41,0.00,0.65,0.95,68.8%,0.30,1.84,1.48,0.95,2.01,6.52,0.12,Possession,66.83,12.09,37.80,28.03,1.36,0.47,66.83,0.30,0.24,80.0%,0.06,20.0%,40.70,208.85,120.10,0.18,0.00,0.36,0.12,43.84,Miscellaneous Stats,0.00,0.71,0.59,0.00,0.00,0.00,0.00,2.90,2.90,1.84,61.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Remiro,ESP,GK,30,Real Sociedad,La Liga,,,,,,0.20,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,3.90,2.27,62.5%,0.29,0.24,0.46,0.10,9.8%,0.17,0.02,0.00,12.5%,Advanced Goalkeeping,0.00,0.17,0.02,1.26,0.29,-0.35,5.51,14.27,38.6%,30.22,3.46,34.0%,32.9,6.54,61.2%,48.9,12.17,0.95,7.8%,1.37,15.4
Oriol Rey,ESP,MF,27,Levante,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.04,0.04,0.01,0.05,0.60,2.29,1.20,Shooting,Per 90,0.48,0.12,25.0%,0.00,0.00,26.90,0.00,0.08,-0.04,-0.04,Passing,32.73,39.10,83.7%,549.26,161.35,15.88,17.57,90.4%,12.99,14.80,87.8%,3.25,4.69,69.2%,0.02,0.24,3.01,0.36,0.24,Pass Types,36.94,2.17,2.17,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,1.08,Goal and Shot Creation,0.72,0.60,0.00,0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,0.00,Defense,1.80,0.96,0.96,0.60,0.24,1.08,1.68,64.3%,0.60,1.32,0.24,0.72,2.53,2.65,0.12,Possession,47.41,2.77,12.03,30.68,5.41,0.36,47.41,0.12,0.12,100.0%,0.00,0.0%,26.95,98.06,41.27,0.60,0.00,0.72,0.12,29.00,Miscellaneous Stats,0.00,1.32,0.72,0.00,0.00,0.00,0.00,4.81,0.36,0.48,42.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Rico,ESP,DF,32,Getafe,La Liga,0.00,0.06,0.06,0.00,0.00,0.00,0.19,0.03,0.01,0.01,0.06,0.07,0.61,3.99,1.88,Shooting,Per 90,0.45,0.03,7.1%,0.00,0.00,32.20,0.00,0.02,-0.01,-0.01,Passing,31.08,46.67,66.6%,552.15,303.48,14.38,16.96,84.8%,13.68,19.22,71.1%,2.81,8.03,34.9%,0.07,0.70,3.86,0.86,0.54,Pass Types,32.93,13.39,1.43,0.03,0.29,3.63,11.64,0.29,0.03,0.26,0.00,0.35,1.28,Goal and Shot Creation,1.53,0.96,0.45,0.00,0.10,0.00,0.03,0.10,0.03,0.03,0.00,0.03,0.00,0.00,Defense,2.52,1.72,1.34,1.02,0.16,1.66,3.00,55.3%,1.34,1.40,0.13,1.28,3.79,3.76,0.10,Possession,59.49,2.96,17.57,28.60,13.93,0.26,59.49,0.61,0.22,36.8%,0.35,57.9%,20.60,71.06,31.98,0.73,0.06,1.63,0.29,24.71,Miscellaneous Stats,0.00,1.34,1.69,0.10,0.00,0.00,0.00,4.34,0.92,1.05,46.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Rincón,ESP,DF,22,Girona,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.06,0.06,0.10,0.15,2.02,2.55,5.73,Shooting,Per 90,0.32,0.00,0.0%,0.00,,7.80,0.00,0.19,-0.06,-0.06,Passing,38.21,46.17,82.8%,560.38,166.73,20.48,21.97,93.2%,14.86,18.15,81.9%,1.49,2.97,50.0%,0.05,0.74,1.80,0.74,0.11,Pass Types,37.25,8.92,0.85,0.00,0.11,1.38,8.07,0.00,0.00,0.00,0.00,0.00,0.74,Goal and Shot Creation,1.80,1.17,0.21,0.11,0.11,0.21,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,2.12,1.59,1.91,0.11,0.11,1.06,1.70,62.5%,0.64,1.06,0.32,0.42,2.55,2.44,0.11,Possession,56.67,3.08,20.06,20.06,16.77,1.17,56.67,1.38,0.53,38.5%,0.64,46.2%,30.67,162.38,79.60,1.49,0.00,1.17,0.64,34.60,Miscellaneous Stats,0.00,1.49,2.12,0.11,0.00,0.11,0.00,3.08,0.64,1.49,30.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Riquelme,ESP,"FW,MF",25,Betis,La Liga,0.09,0.19,0.28,0.09,0.00,0.00,0.00,0.00,0.22,0.22,0.22,0.45,4.48,3.54,6.90,Shooting,Per 90,2.24,0.56,25.0%,0.04,0.17,19.80,0.09,0.10,-0.13,-0.13,Passing,30.87,40.29,76.6%,448.13,112.94,19.40,21.92,88.5%,9.05,11.66,77.6%,1.68,3.54,47.4%,0.14,2.24,2.52,1.12,0.19,Pass Types,37.59,2.42,0.47,0.37,0.19,3.73,0.93,0.84,0.37,0.37,0.00,0.28,0.56,Goal and Shot Creation,4.01,3.36,0.09,0.28,0.19,0.09,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Defense,1.31,0.65,0.28,0.47,0.56,0.75,2.33,32.0%,1.59,0.56,0.00,0.56,1.87,0.75,0.00,Possession,53.81,0.47,6.06,22.66,26.11,3.82,53.81,4.57,0.93,20.4%,3.08,67.3%,37.31,237.26,118.91,3.45,1.31,2.24,1.68,40.38,Miscellaneous Stats,0.00,1.12,1.40,0.09,0.00,0.00,0.00,4.76,0.47,0.75,38.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mihailo Ristić,SRB,"DF,MF",30,Celta Vigo,La Liga,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.03,0.03,2.52,4.16,1.42,Shooting,Per 90,0.33,0.00,0.0%,0.00,,28.60,0.00,0.02,0.00,0.00,Passing,50.47,61.09,82.6%,949.49,268.47,17.19,18.61,92.4%,28.80,32.08,89.8%,4.05,8.21,49.3%,0.02,0.66,4.71,0.44,0.11,Pass Types,51.57,9.20,1.86,0.11,0.11,1.53,6.57,0.77,0.33,0.33,0.11,0.33,0.33,Goal and Shot Creation,1.75,1.31,0.33,0.00,0.11,0.00,0.00,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Defense,1.20,0.66,0.66,0.44,0.11,0.77,1.20,63.6%,0.44,0.66,0.33,0.77,1.97,3.50,0.00,Possession,71.50,5.80,29.34,32.19,10.51,0.33,71.50,2.30,1.09,47.6%,0.99,42.9%,41.61,199.27,102.04,0.99,0.22,1.09,0.66,46.64,Miscellaneous Stats,0.00,0.55,0.22,0.00,0.00,0.00,0.00,4.71,0.66,1.20,35.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Roca,ESP,"FW,MF",20,Girona,La Liga,0.12,0.00,0.12,0.12,0.00,0.00,0.12,0.00,0.14,0.14,0.06,0.20,4.16,2.20,8.43,Shooting,Per 90,2.31,0.81,35.0%,0.05,0.14,19.10,0.00,0.06,-0.02,-0.02,Passing,18.83,24.49,76.9%,268.73,46.91,12.02,13.06,92.0%,5.20,6.93,75.0%,0.92,1.50,61.5%,0.09,0.81,0.92,1.04,0.00,Pass Types,22.53,1.85,0.23,0.12,0.12,1.85,0.81,0.58,0.23,0.00,0.00,0.12,0.23,Goal and Shot Creation,2.31,1.39,0.00,0.46,0.35,0.00,0.12,0.12,0.00,0.00,0.12,0.00,0.00,0.00,Defense,1.39,0.81,0.69,0.46,0.23,0.81,1.62,50.0%,0.81,0.35,0.12,0.12,1.50,0.92,0.12,Possession,40.90,0.92,5.66,14.44,22.18,4.04,40.90,7.28,2.66,36.5%,3.81,52.4%,29.11,258.91,132.05,2.54,1.50,3.35,2.08,28.77,Miscellaneous Stats,0.00,1.04,2.77,0.12,0.00,0.00,0.00,3.93,0.46,1.04,30.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Roca,ESP,MF,29,Betis,La Liga,0.14,0.28,0.42,0.14,0.00,0.00,0.14,0.00,0.10,0.10,0.15,0.24,0.63,4.32,1.11,Shooting,Per 90,0.84,0.42,50.0%,0.17,0.33,15.80,0.00,0.12,+0.04,+0.04,Passing,40.58,47.82,84.9%,657.22,193.50,19.84,21.86,90.8%,15.45,17.40,88.8%,3.13,5.15,60.8%,0.04,0.84,3.69,0.56,0.07,Pass Types,45.73,2.02,1.95,0.21,0.28,0.70,0.00,0.07,0.00,0.00,0.00,0.07,0.84,Goal and Shot Creation,1.81,1.46,0.07,0.07,0.07,0.00,0.14,0.21,0.07,0.07,0.00,0.07,0.00,0.00,Defense,2.44,2.02,0.77,1.39,0.28,0.90,1.95,46.4%,1.04,1.04,0.21,1.25,3.69,1.74,0.07,Possession,57.49,2.51,14.13,33.13,10.72,1.39,57.49,0.56,0.28,50.0%,0.14,25.0%,32.78,142.62,61.67,0.70,0.00,0.70,0.42,37.10,Miscellaneous Stats,0.00,1.74,0.84,0.00,0.00,0.00,0.00,4.80,0.49,0.90,35.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Rodríguez,URU,FW,21,Elche,La Liga,0.21,0.28,0.49,0.21,0.00,0.00,0.28,0.00,0.28,0.28,0.17,0.45,1.39,1.53,6.03,Shooting,Per 90,3.19,1.18,37.0%,0.07,0.18,13.20,0.00,0.09,-0.07,-0.07,Passing,14.42,24.68,58.4%,194.84,43.47,8.74,12.83,68.1%,4.09,7.21,56.7%,0.49,1.25,38.9%,0.10,1.32,1.11,0.42,0.21,Pass Types,23.92,0.35,0.00,0.14,0.14,0.62,0.00,0.00,0.00,0.00,0.00,0.42,0.76,Goal and Shot Creation,2.98,1.66,0.00,0.69,0.35,0.28,0.00,0.28,0.21,0.00,0.00,0.07,0.00,0.00,Defense,0.69,0.49,0.07,0.42,0.21,0.28,0.69,40.0%,0.42,0.83,0.07,0.07,0.76,0.90,0.00,Possession,39.87,0.97,2.36,17.13,21.36,5.69,39.87,3.67,1.94,52.8%,1.66,45.3%,21.01,97.63,39.66,1.80,0.42,3.67,1.66,31.13,Miscellaneous Stats,0.00,1.87,2.01,0.83,0.00,0.00,0.00,2.36,7.00,5.76,54.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damián Rodríguez,ESP,MF,22,Celta Vigo,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.03,0.03,0.04,0.07,1.04,7.44,1.64,Shooting,Per 90,0.89,0.00,0.0%,0.00,,28.60,0.00,0.03,-0.03,-0.03,Passing,75.27,82.41,91.3%,1319.50,339.77,30.35,32.73,92.7%,38.53,40.31,95.6%,5.36,7.29,73.5%,0.09,1.19,8.18,0.15,0.00,Pass Types,77.95,4.31,1.49,0.45,0.74,2.08,0.15,2.53,0.15,1.64,0.00,0.15,0.45,Goal and Shot Creation,1.93,1.34,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.04,0.74,0.15,0.89,0.00,0.74,1.64,45.5%,0.89,0.45,0.00,0.60,1.64,1.34,0.00,Possession,87.92,1.34,13.54,59.50,15.32,0.00,87.92,0.30,0.00,0.0%,0.30,100.0%,55.19,238.31,130.17,0.89,0.00,0.15,0.30,70.07,Miscellaneous Stats,0.00,1.34,0.45,0.00,0.00,0.00,0.00,5.06,0.00,0.15,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Rodríguez,ESP,MF,37,Mallorca,La Liga,0.07,0.22,0.30,0.07,0.00,0.00,0.30,0.00,0.09,0.09,0.08,0.17,1.20,3.14,4.85,Shooting,Per 90,1.42,0.37,26.3%,0.05,0.20,18.40,0.07,0.06,-0.01,-0.01,Passing,20.24,28.31,71.5%,319.15,91.64,10.61,12.70,83.5%,7.10,9.11,77.9%,1.64,4.78,34.4%,0.11,1.57,1.94,0.75,0.15,Pass Types,24.65,3.51,1.12,0.22,0.22,4.26,0.22,1.79,0.90,0.90,0.00,0.15,0.90,Goal and Shot Creation,2.99,1.79,0.90,0.00,0.15,0.15,0.00,0.45,0.37,0.00,0.00,0.00,0.07,0.00,Defense,1.94,1.05,0.52,0.97,0.45,0.52,1.34,38.9%,0.82,1.05,0.15,0.60,2.54,1.27,0.00,Possession,40.41,1.20,5.00,19.72,16.13,2.46,40.41,1.57,0.67,42.9%,0.75,47.6%,20.84,97.77,39.21,1.27,0.07,2.54,2.39,25.32,Miscellaneous Stats,0.00,2.32,1.64,0.22,0.00,0.00,0.00,3.06,1.20,1.64,42.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javi Rodríguez,ESP,DF,22,Celta Vigo,La Liga,0.07,0.00,0.07,0.07,0.00,0.00,0.17,0.00,0.07,0.07,0.02,0.09,0.83,4.31,1.59,Shooting,Per 90,0.36,0.17,45.5%,0.18,0.40,12.10,0.00,0.20,-0.01,-0.01,Passing,55.76,62.23,89.6%,1005.06,291.56,21.56,22.79,94.6%,29.52,31.42,94.0%,4.11,6.50,63.3%,0.03,0.46,4.51,0.30,0.03,Pass Types,58.22,3.98,1.76,0.13,0.50,0.07,2.22,0.00,0.00,0.00,0.00,0.03,0.40,Goal and Shot Creation,1.36,1.13,0.00,0.07,0.03,0.10,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Defense,1.96,1.46,1.26,0.60,0.10,1.23,1.82,67.3%,0.60,0.96,0.56,0.83,2.79,3.62,0.17,Possession,71.75,5.31,26.27,37.42,8.36,0.76,71.75,0.83,0.33,40.0%,0.43,52.0%,41.40,169.09,94.11,0.96,0.03,0.83,0.33,51.39,Miscellaneous Stats,0.00,1.53,0.93,0.03,0.00,0.07,0.00,3.15,1.19,1.39,46.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Rodríguez,SUI,DF,33,Betis,La Liga,0.00,0.09,0.09,0.00,0.00,0.00,0.14,0.00,0.01,0.01,0.03,0.05,1.59,3.64,1.59,Shooting,Per 90,0.36,0.05,12.5%,0.00,0.00,24.10,0.09,0.04,-0.01,-0.01,Passing,41.88,50.03,83.7%,647.30,236.95,23.17,24.63,94.1%,15.07,18.21,82.8%,2.41,4.87,49.5%,0.03,0.46,2.73,0.55,0.36,Pass Types,41.15,8.70,1.41,0.05,0.23,1.27,7.24,0.00,0.00,0.00,0.00,0.18,0.55,Goal and Shot Creation,1.59,1.32,0.14,0.00,0.09,0.00,0.05,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,1.50,0.59,0.86,0.32,0.32,0.82,1.41,58.1%,0.59,0.68,0.14,0.59,2.09,4.32,0.00,Possession,59.50,3.10,19.03,28.32,12.52,0.36,59.50,0.46,0.18,40.0%,0.23,50.0%,31.50,136.53,69.97,1.37,0.05,0.23,0.32,34.60,Miscellaneous Stats,0.00,1.09,0.50,0.00,0.00,0.00,0.00,3.37,1.46,1.05,58.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrygo,BRA,"FW,MF",25,Real Madrid,La Liga,0.31,0.27,0.57,0.31,0.00,0.00,0.15,0.00,0.21,0.21,0.26,0.46,5.84,3.97,11.87,Shooting,Per 90,2.82,1.15,40.5%,0.11,0.27,16.70,0.15,0.07,+0.10,+0.10,Passing,43.32,50.80,85.3%,561.76,129.27,29.12,30.84,94.4%,9.81,11.76,83.4%,1.95,4.50,43.2%,0.24,2.14,2.82,1.11,0.11,Pass Types,46.07,4.58,1.18,0.15,0.11,4.20,0.88,2.37,1.22,0.73,0.00,0.15,0.76,Goal and Shot Creation,5.00,2.60,0.84,0.84,0.27,0.46,0.00,0.61,0.23,0.11,0.08,0.04,0.15,0.00,Defense,1.45,0.88,0.65,0.57,0.23,0.57,1.26,45.5%,0.69,0.80,0.04,0.57,2.02,0.65,0.00,Possession,63.36,0.84,5.23,21.83,37.44,6.37,63.36,5.31,2.48,46.8%,2.10,39.6%,44.54,309.54,181.87,4.24,2.98,1.91,1.15,49.89,Miscellaneous Stats,0.00,0.76,2.06,0.04,0.11,0.00,0.00,4.01,0.15,0.73,17.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Román,ESP,GK,25,Mallorca,La Liga,,,,,,0.27,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,5.13,3.67,75.3%,0.20,0.27,0.53,0.07,6.7%,0.20,0.07,0.00,25.0%,Advanced Goalkeeping,0.00,0.13,0.07,1.60,0.27,+0.20,6.13,16.67,36.8%,26.60,2.80,46.6%,38.5,6.07,70.3%,52.4,16.07,0.93,5.8%,0.73,10.9
Miguel Román,ESP,MF,23,Celta Vigo,La Liga,0.10,0.00,0.10,0.10,0.00,0.00,0.41,0.00,0.13,0.13,0.15,0.28,0.52,3.82,2.37,Shooting,Per 90,1.14,0.10,9.1%,0.09,1.00,17.80,0.00,0.12,-0.03,-0.03,Passing,41.49,47.79,86.8%,748.80,216.43,17.96,18.78,95.6%,17.44,19.40,89.9%,4.44,6.81,65.2%,0.09,1.34,4.44,0.10,0.00,Pass Types,45.31,2.17,0.62,0.72,0.93,0.72,0.31,1.03,0.21,0.41,0.00,0.31,0.83,Goal and Shot Creation,2.48,1.96,0.41,0.00,0.10,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Defense,1.86,1.24,0.72,1.14,0.00,0.72,1.45,50.0%,0.72,1.45,0.62,0.93,2.79,1.86,0.21,Possession,57.70,2.48,12.80,34.06,11.15,1.34,57.70,0.93,0.21,22.2%,0.62,66.7%,32.72,118.69,51.61,0.41,0.10,1.14,0.52,38.81,Miscellaneous Stats,0.00,2.17,0.93,0.10,0.00,0.00,0.00,4.75,0.72,0.93,43.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Romero,ESP,DF,24,Espanyol,La Liga,0.12,0.06,0.18,0.12,0.00,0.00,0.12,0.00,0.08,0.08,0.10,0.17,2.01,1.98,3.75,Shooting,Per 90,0.96,0.27,28.1%,0.13,0.44,19.60,0.03,0.08,+0.05,+0.05,Passing,26.91,36.42,73.9%,456.12,176.37,12.87,14.76,87.2%,11.25,14.70,76.5%,2.19,4.56,48.0%,0.10,0.84,1.71,0.81,0.42,Pass Types,28.20,8.07,0.48,0.00,0.21,2.76,7.29,0.30,0.06,0.03,0.00,0.15,0.99,Goal and Shot Creation,2.10,1.56,0.15,0.21,0.12,0.06,0.00,0.18,0.12,0.00,0.00,0.03,0.03,0.00,Defense,2.76,1.71,1.53,0.72,0.51,1.77,2.85,62.1%,1.08,1.62,0.63,1.35,4.11,3.18,0.09,Possession,49.35,3.72,17.52,18.15,14.58,1.08,49.35,2.28,0.99,43.4%,0.99,43.4%,21.66,135.78,73.71,1.53,0.45,1.35,0.51,22.20,Miscellaneous Stats,0.00,1.20,0.72,0.00,0.00,0.00,0.00,4.77,0.45,0.66,40.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Romero,ESP,FW,25,Sevilla,La Liga,0.25,0.00,0.25,0.25,0.00,0.10,0.46,0.10,0.38,0.30,0.06,0.36,0.81,1.43,3.82,Shooting,Per 90,2.19,0.76,34.9%,0.12,0.33,16.00,0.00,0.13,-0.12,-0.04,Passing,12.94,18.34,70.6%,212.19,32.75,7.18,9.22,77.9%,3.57,5.25,68.0%,1.68,2.04,82.5%,0.07,0.76,1.02,0.31,0.10,Pass Types,16.04,1.99,0.00,0.10,0.10,0.51,0.15,0.00,0.00,0.00,0.00,0.31,0.81,Goal and Shot Creation,1.88,1.27,0.05,0.10,0.31,0.15,0.00,0.31,0.15,0.00,0.00,0.10,0.05,0.00,Defense,0.76,0.36,0.31,0.15,0.31,0.15,0.66,23.1%,0.51,0.81,0.00,0.31,1.07,1.07,0.00,Possession,31.94,0.71,2.95,14.57,14.72,3.97,31.83,2.60,0.66,25.5%,1.78,68.6%,16.20,74.01,29.95,0.81,0.51,3.51,2.34,21.39,Miscellaneous Stats,0.00,1.78,1.43,0.31,0.10,0.00,0.00,2.44,1.07,1.94,35.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iván Romero,ESP,FW,24,Levante,La Liga,0.34,0.09,0.43,0.34,0.00,0.00,0.17,0.00,0.38,0.38,0.10,0.48,1.28,1.63,4.45,Shooting,Per 90,2.23,0.69,30.8%,0.15,0.50,14.50,0.00,0.17,-0.03,-0.03,Passing,14.81,21.58,68.7%,210.91,39.90,8.22,10.10,81.4%,4.37,6.59,66.2%,0.94,1.71,55.0%,0.08,0.86,0.77,0.43,0.09,Pass Types,18.07,3.51,0.09,0.17,0.26,0.69,1.80,0.00,0.00,0.00,0.00,0.00,0.34,Goal and Shot Creation,2.14,1.46,0.09,0.26,0.17,0.17,0.00,0.43,0.26,0.00,0.09,0.09,0.00,0.00,Defense,0.77,0.43,0.09,0.43,0.26,0.17,0.77,22.2%,0.60,0.51,0.17,0.26,1.03,0.69,0.00,Possession,34.85,0.94,3.08,14.04,18.15,4.20,34.85,2.91,1.28,44.1%,1.28,44.1%,21.24,102.84,31.51,0.60,0.86,3.94,2.74,24.32,Miscellaneous Stats,0.00,1.54,3.17,0.34,0.00,0.00,0.00,2.83,1.54,1.88,45.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
