Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Elisha Owusu,GHA,MF,28,Auxerre,Ligue1,0.00,0.09,0.09,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.03,0.04,0.41,3.13,0.88,Shooting,Per 90,0.28,0.05,16.7%,0.00,0.00,26.90,0.00,0.02,0.00,0.00,Passing,27.28,32.77,83.3%,454.19,113.78,12.58,14.15,88.9%,11.20,13.09,85.6%,2.21,3.09,71.6%,0.02,0.55,2.40,0.37,0.00,Pass Types,32.30,0.37,0.28,0.00,0.41,0.14,0.09,0.00,0.00,0.00,0.00,0.09,0.88,Goal and Shot Creation,1.01,0.97,0.00,0.00,0.00,0.00,0.05,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,2.44,1.52,1.20,1.06,0.18,0.97,1.47,65.6%,0.51,1.29,0.41,1.24,3.69,1.38,0.00,Possession,41.66,1.89,10.97,25.62,5.71,0.09,41.66,0.60,0.23,38.5%,0.32,53.8%,19.63,70.51,26.41,0.28,0.05,1.01,0.83,22.35,Miscellaneous Stats,0.00,1.61,0.51,0.00,0.00,0.00,0.00,5.44,0.41,1.24,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berke Özer,TUR,GK,25,Lille,Ligue1,,,,,,0.29,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,3.76,2.38,69.6%,0.62,0.10,0.29,0.33,33.3%,0.10,0.19,0.00,66.7%,Advanced Goalkeeping,0.05,0.10,0.05,1.60,0.37,+0.41,3.86,10.90,35.4%,34.33,2.86,27.0%,29.6,3.71,43.6%,39.8,12.95,0.48,3.7%,1.19,14.7
Willian Pacho,ECU,DF,24,Paris S-G,Ligue1,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.05,0.11,1.75,0.03,Shooting,Per 90,0.29,0.08,27.3%,0.18,0.67,10.10,0.00,0.12,+0.02,+0.02,Passing,66.04,70.54,93.6%,1170.87,347.34,22.35,23.30,95.9%,39.61,40.88,96.9%,3.18,4.82,65.9%,0.03,0.16,2.25,0.16,0.00,Pass Types,69.08,1.43,0.61,0.08,0.19,0.00,0.37,0.00,0.00,0.00,0.00,0.03,0.50,Goal and Shot Creation,0.77,0.71,0.00,0.00,0.03,0.00,0.03,0.16,0.13,0.00,0.00,0.03,0.00,0.00,Defense,1.59,1.03,1.01,0.53,0.05,0.64,0.98,64.9%,0.34,1.19,0.69,1.03,2.62,3.89,0.03,Possession,79.94,10.51,38.63,40.11,1.54,0.42,79.94,0.21,0.08,37.5%,0.11,50.0%,50.02,209.39,94.47,0.08,0.00,0.29,0.19,60.24,Miscellaneous Stats,0.00,0.61,0.34,0.00,0.00,0.00,0.03,4.71,1.38,1.14,54.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Pagis,FRA,"MF,FW",23,Lorient,Ligue1,0.56,0.00,0.56,0.45,0.11,0.11,0.11,0.00,0.40,0.33,0.15,0.46,2.02,2.81,4.83,Shooting,Per 90,2.58,1.01,39.1%,0.17,0.44,19.00,0.45,0.13,+0.16,+0.12,Passing,23.45,33.89,69.2%,419.93,125.12,11.45,13.80,82.9%,7.41,9.88,75.0%,3.59,7.18,50.0%,0.10,1.23,2.69,0.79,0.22,Pass Types,28.95,4.71,2.24,0.11,1.23,3.59,0.45,2.02,0.67,1.01,0.00,0.22,1.23,Goal and Shot Creation,3.03,1.57,0.45,0.34,0.56,0.00,0.11,0.56,0.22,0.00,0.22,0.11,0.00,0.00,Defense,1.12,0.56,0.11,0.79,0.22,0.67,1.23,54.5%,0.56,1.46,0.22,1.01,2.13,1.35,0.00,Possession,46.46,1.01,6.85,22.44,17.73,3.14,46.35,2.24,0.90,40.0%,1.23,55.0%,25.81,150.82,57.46,1.23,0.34,2.36,1.01,29.85,Miscellaneous Stats,0.00,1.46,0.90,0.11,0.00,0.00,0.00,3.59,0.56,1.57,26.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Paixão,BRA,"FW,MF",25,Marseille,Ligue1,0.42,0.11,0.53,0.42,0.00,0.00,0.05,0.00,0.23,0.23,0.08,0.31,2.85,2.32,8.59,Shooting,Per 90,2.27,0.95,41.9%,0.19,0.44,21.60,0.00,0.10,+0.20,+0.20,Passing,23.82,31.67,75.2%,339.19,74.67,14.23,16.07,88.5%,7.64,10.33,74.0%,1.00,2.42,41.3%,0.06,1.00,0.95,1.05,0.11,Pass Types,29.93,1.58,0.11,0.11,0.16,1.95,0.69,0.74,0.47,0.05,0.00,0.16,0.47,Goal and Shot Creation,2.69,1.58,0.05,0.58,0.21,0.21,0.05,0.26,0.16,0.00,0.05,0.00,0.05,0.00,Defense,1.16,0.53,0.47,0.47,0.21,0.53,1.48,35.7%,0.95,0.58,0.11,0.74,1.90,1.21,0.00,Possession,43.47,1.26,5.80,15.33,22.71,3.16,43.47,3.16,1.11,35.0%,1.84,58.3%,30.19,178.31,97.43,2.27,1.42,1.84,1.05,31.09,Miscellaneous Stats,0.00,0.58,1.26,0.26,0.05,0.00,0.00,3.64,0.63,1.32,32.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerson Palmieri,ITA,DF,31,Marseille,Ligue1,0.04,0.04,0.08,0.04,0.00,0.00,0.16,0.04,0.04,0.04,0.08,0.12,2.34,4.13,2.86,Shooting,Per 90,0.56,0.20,35.7%,0.07,0.20,19.40,0.04,0.07,0.00,0.00,Passing,47.26,56.27,84.0%,672.14,218.89,27.30,29.29,93.2%,16.71,19.13,87.3%,1.59,4.48,35.4%,0.11,0.95,3.33,0.63,0.12,Pass Types,48.69,7.46,1.47,0.08,0.00,3.53,4.37,1.63,0.83,0.63,0.00,0.12,0.79,Goal and Shot Creation,2.06,1.31,0.60,0.00,0.00,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,1.98,1.07,1.07,0.60,0.32,1.39,1.90,72.9%,0.52,1.19,0.40,1.47,3.45,2.98,0.04,Possession,67.66,3.49,18.81,30.79,18.49,1.03,67.66,1.39,0.44,31.4%,0.79,57.1%,38.49,183.89,100.12,1.79,0.20,1.03,0.36,44.44,Miscellaneous Stats,0.04,0.83,0.75,0.16,0.00,0.00,0.00,3.25,1.07,0.79,57.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquín Panichelli,ARG,"FW,MF",23,Strasbourg,Ligue1,0.64,0.00,0.64,0.45,0.19,0.19,0.13,0.00,0.62,0.47,0.12,0.59,0.51,0.77,5.12,Shooting,Per 90,2.37,0.96,40.5%,0.19,0.47,12.00,0.00,0.20,+0.02,-0.02,Passing,14.54,19.86,73.2%,167.83,25.43,10.12,12.23,82.7%,3.20,4.42,72.5%,0.19,0.45,42.9%,0.06,1.15,0.38,0.19,0.00,Pass Types,19.35,0.51,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,Goal and Shot Creation,1.79,1.28,0.00,0.06,0.32,0.06,0.06,0.06,0.00,0.00,0.00,0.06,0.00,0.00,Defense,1.22,0.32,0.26,0.51,0.45,0.45,1.09,41.2%,0.64,1.22,0.45,0.58,1.79,1.28,0.00,Possession,32.28,1.79,5.57,12.56,14.35,5.06,32.09,1.41,0.51,36.4%,0.83,59.1%,16.08,52.59,21.46,0.45,0.26,2.88,0.83,20.82,Miscellaneous Stats,0.00,1.92,1.67,0.77,0.00,0.00,0.00,3.27,2.75,3.14,46.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Pavard,FRA,DF,29,Marseille,Ligue1,0.06,0.06,0.12,0.06,0.00,0.00,0.21,0.00,0.05,0.05,0.08,0.13,0.91,4.89,1.51,Shooting,Per 90,0.51,0.21,41.2%,0.12,0.29,11.80,0.00,0.10,+0.01,+0.01,Passing,55.64,60.96,91.3%,959.96,296.66,23.43,25.00,93.7%,27.78,29.29,94.8%,3.68,5.07,72.6%,0.05,0.39,5.10,0.27,0.06,Pass Types,58.54,2.35,0.85,0.12,0.18,0.69,1.48,0.03,0.00,0.00,0.00,0.06,0.33,Goal and Shot Creation,1.18,1.00,0.00,0.00,0.09,0.00,0.09,0.12,0.09,0.00,0.00,0.03,0.00,0.00,Defense,1.30,0.69,0.60,0.54,0.15,0.72,1.00,72.7%,0.27,1.06,0.72,1.00,2.29,3.99,0.09,Possession,69.68,5.83,26.78,35.38,7.70,1.21,69.68,0.06,0.00,0.0%,0.03,50.0%,45.53,208.32,87.43,1.18,0.00,0.18,0.09,51.54,Miscellaneous Stats,0.00,0.85,0.48,0.12,0.00,0.06,0.03,3.23,1.93,1.36,58.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Penders,BEL,GK,20,Strasbourg,Ligue1,,,,,,0.19,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,4.00,2.69,70.3%,0.38,0.19,0.44,0.38,37.5%,0.13,0.06,0.00,33.3%,Advanced Goalkeeping,0.00,0.06,0.06,1.39,0.32,+0.14,2.69,7.94,33.9%,43.63,2.56,14.8%,24.3,3.13,48.0%,41.3,12.69,0.81,6.4%,0.81,12.4
Kojo Peprah Oppong,GHA,DF,21,Nice,Ligue1,0.06,0.00,0.06,0.06,0.00,0.00,0.17,0.00,0.05,0.05,0.02,0.06,0.84,3.21,0.39,Shooting,Per 90,0.51,0.11,22.2%,0.11,0.50,15.60,0.00,0.09,+0.01,+0.01,Passing,49.36,54.26,91.0%,815.23,242.93,22.80,24.15,94.4%,23.08,24.37,94.7%,2.59,4.17,62.2%,0.02,0.34,2.93,0.17,0.06,Pass Types,50.66,3.55,1.29,0.00,0.34,0.28,0.17,0.00,0.00,0.00,0.00,0.06,0.23,Goal and Shot Creation,1.07,0.90,0.00,0.00,0.06,0.11,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,1.63,1.01,0.90,0.56,0.17,0.68,1.07,63.2%,0.39,1.07,0.84,1.18,2.81,4.67,0.11,Possession,64.90,9.62,29.21,31.86,4.17,0.73,64.90,0.90,0.62,68.8%,0.23,25.0%,40.24,204.43,113.98,0.68,0.06,0.28,0.34,44.58,Miscellaneous Stats,0.00,1.35,0.96,0.06,0.00,0.06,0.06,3.32,1.58,1.29,54.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romain Perraud,FRA,DF,28,Lille,Ligue1,0.17,0.22,0.39,0.17,0.00,0.00,0.30,0.09,0.05,0.05,0.15,0.20,2.12,5.28,5.54,Shooting,Per 90,1.21,0.43,35.7%,0.14,0.40,21.20,0.00,0.04,+0.12,+0.12,Passing,45.22,54.70,82.7%,660.10,232.54,27.16,29.19,93.0%,14.77,17.63,83.8%,1.91,4.55,41.9%,0.13,1.47,3.77,1.00,0.65,Pass Types,43.57,11.00,1.30,0.00,0.22,4.11,8.36,1.34,0.52,0.61,0.00,0.13,0.95,Goal and Shot Creation,2.73,1.99,0.52,0.04,0.13,0.04,0.00,0.39,0.39,0.00,0.00,0.00,0.00,0.00,Defense,1.60,1.04,0.61,0.74,0.26,1.04,1.73,60.0%,0.69,1.13,0.17,0.69,2.30,2.77,0.00,Possession,65.36,2.21,16.72,27.29,22.09,2.17,65.36,1.08,0.30,28.0%,0.65,60.0%,37.38,170.26,87.31,1.34,0.30,1.34,0.52,39.72,Miscellaneous Stats,0.00,1.00,1.86,0.04,0.00,0.00,0.00,3.81,0.43,1.04,29.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prosper Peter,NGA,FW,18,Angers,Ligue1,0.40,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.48,0.48,0.05,0.53,0.93,1.33,4.51,Shooting,Per 90,1.86,1.19,64.3%,0.21,0.33,10.10,0.00,0.26,-0.08,-0.08,Passing,9.01,12.59,71.6%,119.43,28.90,5.30,7.82,67.8%,3.05,3.58,85.2%,0.13,0.27,50.0%,0.04,0.93,0.80,0.27,0.00,Pass Types,10.60,1.99,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,Goal and Shot Creation,1.99,1.59,0.00,0.00,0.27,0.13,0.00,0.27,0.13,0.00,0.00,0.13,0.00,0.00,Defense,0.66,0.27,0.13,0.40,0.13,0.00,0.13,0.0%,0.13,1.06,0.00,0.27,0.93,0.53,0.00,Possession,24.92,0.66,1.86,13.92,9.68,4.24,24.92,2.12,0.40,18.8%,1.46,68.8%,12.33,71.71,29.03,0.80,0.80,3.98,1.06,14.85,Miscellaneous Stats,0.00,2.92,1.99,1.33,0.00,0.00,0.00,2.52,1.86,3.84,32.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrien Rabiot,FRA,MF,30,Marseille,Ligue1,0.30,0.20,0.50,0.30,0.00,0.00,0.13,0.00,0.25,0.25,0.14,0.38,2.63,5.93,6.20,Shooting,Per 90,1.63,0.70,42.9%,0.18,0.43,13.90,0.00,0.15,+0.05,+0.05,Passing,42.90,50.97,84.2%,611.00,155.27,24.77,27.20,91.1%,14.40,17.00,84.7%,1.73,2.87,60.5%,0.14,1.13,4.17,1.03,0.30,Pass Types,49.70,1.13,0.60,0.13,0.00,1.90,0.47,0.03,0.00,0.00,0.00,0.13,0.60,Goal and Shot Creation,3.00,2.30,0.00,0.20,0.30,0.17,0.03,0.37,0.23,0.00,0.07,0.03,0.03,0.00,Defense,1.57,0.93,0.53,0.63,0.40,0.70,1.27,55.3%,0.57,0.70,0.10,0.53,2.10,1.13,0.03,Possession,60.97,1.63,8.37,30.60,22.47,3.73,60.97,1.70,0.80,47.1%,0.83,49.0%,36.80,188.63,92.60,1.87,0.53,1.73,1.03,47.47,Miscellaneous Stats,0.00,1.50,1.43,0.43,0.00,0.03,0.00,4.27,1.33,1.00,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonçalo Ramos,POR,FW,24,Paris S-G,Ligue1,0.75,0.09,0.84,0.61,0.14,0.19,0.14,0.00,0.91,0.76,0.10,0.86,0.94,1.45,5.02,Shooting,Per 90,4.13,2.06,50.0%,0.15,0.30,12.60,0.00,0.19,-0.16,-0.15,Passing,17.27,21.91,78.8%,214.68,26.98,10.75,12.81,83.9%,4.97,6.15,80.9%,0.23,0.28,83.3%,0.07,0.84,0.75,0.52,0.00,Pass Types,21.40,0.33,0.14,0.19,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.19,0.47,Goal and Shot Creation,2.16,1.55,0.00,0.23,0.14,0.23,0.00,0.28,0.19,0.00,0.05,0.00,0.05,0.00,Defense,0.80,0.52,0.33,0.33,0.14,0.28,0.84,33.3%,0.56,0.56,0.09,0.19,0.99,0.38,0.05,Possession,31.81,0.52,2.49,11.87,17.64,6.90,31.63,1.36,0.52,37.9%,0.75,55.2%,15.25,68.23,30.45,0.52,0.47,1.88,0.94,24.87,Miscellaneous Stats,0.00,0.99,1.22,0.52,0.05,0.00,0.00,2.02,1.50,1.50,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilian Raolisoa,FRA,"FW,DF",25,Angers,Ligue1,0.05,0.09,0.14,0.05,0.00,0.00,0.09,0.05,0.04,0.04,0.11,0.15,2.82,2.82,4.09,Shooting,Per 90,0.89,0.19,21.1%,0.05,0.25,22.50,0.09,0.04,+0.01,+0.01,Passing,25.74,37.81,68.1%,417.78,160.32,13.15,15.74,83.6%,9.30,12.96,71.7%,2.16,5.59,38.7%,0.10,0.85,1.64,0.89,0.38,Pass Types,32.41,5.17,0.99,0.19,0.23,5.07,2.63,1.55,0.66,0.66,0.05,0.23,0.47,Goal and Shot Creation,1.93,1.41,0.47,0.05,0.00,0.00,0.00,0.19,0.14,0.05,0.00,0.00,0.00,0.00,Defense,2.82,1.60,1.69,0.94,0.19,1.32,2.40,54.9%,1.08,0.56,0.09,0.94,3.76,2.91,0.00,Possession,50.64,3.01,15.60,20.20,15.60,1.27,50.64,2.63,0.94,35.7%,1.64,62.5%,26.63,155.76,86.99,1.93,0.42,2.07,0.99,30.44,Miscellaneous Stats,0.00,0.94,0.61,0.05,0.00,0.05,0.00,4.32,1.17,0.75,61.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillaume Restes,FRA,GK,20,Toulouse,Ligue1,,,,,,0.17,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,3.43,2.07,63.3%,0.27,0.31,0.44,0.27,27.6%,0.17,0.00,0.00,0.0%,Advanced Goalkeeping,0.03,0.14,0.03,1.28,0.34,-0.10,3.87,11.61,33.3%,23.62,3.16,37.2%,33.0,4.65,60.6%,44.0,13.54,0.64,4.8%,1.15,15.0
Alexsandro Ribeiro,BRA,DF,26,Lille,Ligue1,0.04,0.00,0.04,0.04,0.00,0.00,0.18,0.04,0.05,0.05,0.02,0.07,0.49,4.38,0.31,Shooting,Per 90,0.88,0.22,25.0%,0.05,0.20,11.30,0.00,0.06,-0.01,-0.01,Passing,73.34,80.50,91.1%,1471.52,483.64,20.47,21.88,93.5%,45.53,47.43,96.0%,7.03,10.03,70.0%,0.03,0.31,4.86,0.13,0.04,Pass Types,74.40,5.92,2.12,0.09,0.44,0.27,0.49,0.00,0.00,0.00,0.00,0.18,0.44,Goal and Shot Creation,1.37,1.06,0.09,0.00,0.18,0.00,0.04,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,1.06,0.62,0.66,0.31,0.09,0.49,0.71,68.8%,0.22,0.97,0.53,0.97,2.03,5.26,0.09,Possession,91.72,11.80,41.95,46.55,4.11,1.50,91.72,0.75,0.53,70.6%,0.18,23.5%,59.41,313.98,165.99,0.75,0.00,1.02,0.31,66.13,Miscellaneous Stats,0.00,0.97,1.11,0.00,0.00,0.00,0.04,5.88,2.52,1.19,67.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Rieder,SUI,MF,23,Rennes,Ligue1,0.25,0.12,0.37,0.19,0.06,0.06,0.19,0.00,0.22,0.17,0.14,0.32,1.42,3.90,6.25,Shooting,Per 90,1.80,0.50,27.6%,0.10,0.38,22.10,0.25,0.10,+0.02,+0.01,Passing,22.78,33.86,67.3%,387.61,117.67,11.33,13.99,81.0%,8.67,11.82,73.3%,2.41,5.57,43.3%,0.17,1.36,2.29,1.11,0.37,Pass Types,28.60,5.01,1.30,0.19,0.19,4.02,1.05,2.29,0.99,0.74,0.06,0.25,0.93,Goal and Shot Creation,3.34,2.17,0.74,0.25,0.06,0.12,0.00,0.37,0.25,0.06,0.06,0.00,0.00,0.00,Defense,1.36,0.74,0.50,0.62,0.25,0.62,1.92,32.3%,1.30,1.05,0.12,0.80,2.17,0.74,0.06,Possession,45.12,0.80,5.45,18.57,21.91,2.23,45.06,2.54,0.99,39.0%,1.30,51.2%,22.53,112.28,45.93,1.05,0.62,2.41,1.80,28.84,Miscellaneous Stats,0.00,1.80,1.24,0.06,0.00,0.00,0.00,4.02,0.56,1.98,22.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Risser,FRA,GK,21,Lens,Ligue1,,,,,,0.29,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,3.59,2.71,82.0%,0.76,0.06,0.18,0.35,35.3%,0.12,0.12,0.06,50.0%,Advanced Goalkeeping,0.00,0.12,0.00,1.10,0.26,+0.34,3.06,8.76,34.9%,26.35,3.94,25.4%,31.3,4.59,44.9%,39.4,12.94,0.65,5.0%,0.65,14.2
Valentin Rongier,FRA,MF,31,Rennes,Ligue1,0.08,0.11,0.19,0.08,0.00,0.00,0.15,0.00,0.04,0.04,0.11,0.14,0.94,7.05,1.46,Shooting,Per 90,0.83,0.30,36.4%,0.09,0.25,23.40,0.00,0.05,+0.04,+0.04,Passing,64.50,72.45,89.0%,975.83,256.69,33.98,36.53,93.0%,25.73,27.90,92.2%,2.48,3.98,62.3%,0.10,0.98,7.01,0.60,0.04,Pass Types,70.54,1.73,1.46,0.30,0.30,0.45,0.26,0.00,0.00,0.00,0.00,0.19,0.86,Goal and Shot Creation,2.59,2.33,0.00,0.04,0.08,0.08,0.08,0.26,0.23,0.00,0.00,0.00,0.04,0.00,Defense,2.33,1.43,0.83,1.24,0.26,1.46,2.18,67.2%,0.71,1.24,0.38,1.46,3.79,1.58,0.26,Possession,82.01,2.66,16.31,49.91,16.39,0.60,82.01,1.13,0.68,60.0%,0.45,40.0%,42.56,173.21,88.99,1.31,0.19,1.09,0.75,60.98,Miscellaneous Stats,0.00,1.80,0.79,0.00,0.00,0.00,0.00,4.88,0.83,0.71,53.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Rosario,DOM,MF,29,Nice,Ligue1,0.15,0.00,0.15,0.15,0.00,0.00,0.31,0.00,0.18,0.18,0.03,0.21,1.30,5.59,1.46,Shooting,Per 90,1.07,0.38,35.7%,0.14,0.40,17.50,0.00,0.17,-0.03,-0.03,Passing,36.77,44.20,83.2%,607.25,200.91,18.23,20.76,87.8%,15.63,17.85,87.6%,2.45,3.68,66.7%,0.07,0.69,3.83,0.92,0.00,Pass Types,42.82,1.15,0.77,0.31,0.08,0.15,0.38,0.00,0.00,0.00,0.00,0.23,0.38,Goal and Shot Creation,1.99,1.53,0.00,0.00,0.15,0.15,0.15,0.15,0.08,0.00,0.00,0.08,0.00,0.00,Defense,1.91,1.30,0.54,1.00,0.38,0.77,1.69,45.5%,0.92,0.84,0.46,1.38,3.29,1.30,0.08,Possession,54.08,3.06,11.80,32.48,10.49,0.77,54.08,1.15,0.54,46.7%,0.61,53.3%,30.26,143.62,82.11,1.23,0.08,1.15,0.69,36.23,Miscellaneous Stats,0.00,1.30,1.07,0.00,0.00,0.00,0.00,4.60,1.07,0.92,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Rouault,FRA,DF,24,Rennes,Ligue1,0.08,0.00,0.08,0.08,0.00,0.00,0.23,0.00,0.06,0.06,0.02,0.08,0.39,4.23,0.12,Shooting,Per 90,0.59,0.20,33.3%,0.13,0.40,9.10,0.00,0.10,+0.02,+0.02,Passing,55.02,61.43,89.6%,1034.80,395.53,18.35,19.96,92.0%,31.85,33.46,95.2%,4.11,6.46,63.6%,0.03,0.23,4.62,0.16,0.00,Pass Types,58.85,2.43,1.49,0.08,0.04,0.00,0.31,0.00,0.00,0.00,0.00,0.16,0.31,Goal and Shot Creation,0.78,0.67,0.00,0.00,0.08,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.25,0.70,0.98,0.23,0.04,0.63,1.06,59.3%,0.43,1.25,0.94,1.06,2.31,5.36,0.04,Possession,72.12,9.70,35.06,34.75,2.54,0.86,72.12,0.16,0.04,25.0%,0.08,50.0%,40.77,198.00,108.55,0.31,0.04,0.27,0.23,49.42,Miscellaneous Stats,0.00,1.06,0.31,0.04,0.00,0.04,0.00,3.76,2.54,1.68,60.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
